ID,DexID,Name,Type1,Type2,Rank,Starter,HP,Height,Weight,Attributes,Abilities,Learnset,Description,Img,Thumb,Exclude
254,#212,Scizor,Bug,Steel,Ace,False,4,0,0,"Strength,3,7,Dexterity,2,4,Vitality,3,6,Special,2,4,Insight,2,4","Swarm,Technician,Light Metal","Leer,0,Feint,0,Quick Attack,0,Pursuit,1,Focus Energy,1,False Swipe,1,Agility,2,Fury Cutter,2,Metal Claw,2,Razor Wind,2,Slash,2,X-Scissor,2,Night Slash,2,Double Hit,2,Iron Defense,3,Bullet Punch,3,Iron Head,3,Swords Dance,3,Steel Wing,4,Knock Off,4,Superpower,4",,212_Scizor_Dream.png,,False
255,#212M,Mega-Scizor,Bug,Steel,Pro,False,5,0,0,"Strength,4,8,Dexterity,2,5,Vitality,3,7,Special,2,4,Insight,3,6",Technician,"Leer,0,Feint,0,Quick Attack,0,Pursuit,1,Focus Energy,1,False Swipe,1,Agility,2,Fury Cutter,2,Metal Claw,2,Razor Wind,2,Slash,2,X-Scissor,2,Night Slash,2,Double Hit,2,Iron Defense,3,Bullet Punch,3,Iron Head,3,Swords Dance,3,Steel Wing,4,Knock Off,4,Superpower,4",,212M_Scizor_Mega_Dream.png,,False
256,#213,Shuckle,Bug,Rock,Amateur,False,4,0,0,"Strength,1,2,Dexterity,1,2,Vitality,5,10,Special,1,2,Insight,5,10","Sturdy,Gluttony,Contrary","Bide,0,Constrict,0,Rollout,0,Sticky Web,0,Withdraw,0,Encore,1,Wrap,1,Struggle Bug,1,Safeguard,2,Rest,2,Rock Throw,2,Gastro Acid,2,Power Trick,2,Shell Smash,2,Bug Bite,2,Rock Slide,3,Guard Split,3,Power Split,3,Stone Edge,3,Infestation,4,Stealth Rock,4,Acupressure,4",,213_Shuckle_Dream.png,,False
257,#214,Heracross,Bug,Fighting,Amateur,False,4,0,0,"Strength,3,6,Dexterity,2,5,Vitality,2,5,Special,1,3,Insight,3,6","Swarm,Guts,Moxie","Endure,0,Horn Attack,0,Leer,0,Night Slash,0,Tackle,0,Fury Attack,1,Aerial Ace,1,Arm Thrust,2,Bullet Seed,2,Chip Away,2,Counter,2,Brick Break,2,Take Down,2,Pin Missile,2,Close Combat,3,Feint,3,Reversal,3,Megahorn,3,Rock Blast,4,Vacuum Wave,4,Iron Defense,4",,214_Heracross_Dream.png,,False
258,#214M,Mega-Heracross,Bug,Fighting,Ace,False,5,0,0,"Strength,4,9,Dexterity,2,5,Vitality,3,6,Special,1,2,Insight,3,6",Skill Link,"Endure,0,Horn Attack,0,Leer,0,Night Slash,0,Tackle,0,Fury Attack,1,Aerial Ace,1,Arm Thrust,2,Bullet Seed,2,Chip Away,2,Counter,2,Brick Break,2,Take Down,2,Pin Missile,2,Close Combat,3,Feint,3,Reversal,3,Megahorn,3,Rock Blast,4,Vacuum Wave,4,Iron Defense,4",,214M_Heracross_Mega_Dream.png,,False
259,#215,Sneasel,Dark,Ice,Amateur,True,3,0,0,"Strength,3,6,Dexterity,3,6,Vitality,2,4,Special,1,3,Insight,2,5","Inner Focus,Keen Eye,Pickpocket","Leer,0,Scratch,0,Taunt,0,Quick Attack,1,Feint Attack,1,Icy Wind,2,Fury Swipes,2,Agility,2,Metal Claw,2,Hone Claws,2,Beat Up,2,Screech,2,Slash,3,Snatch,3,Punishment,3,Ice Shard,3,Ice Punch,4,Crush Claw,4,Fake Out,4",,215_Sneasel_Dream.png,,False
260,#216,Teddiursa,Normal,,Beginner,True,3,0,0,"Strength,2,5,Dexterity,1,3,Vitality,2,4,Special,2,4,Insight,2,4","Pickup,Quick Feet,Honey Gather","Baby-Doll Eyes,0,Scratch,0,Fake Tears,0,Lick,0,Covet,1,Fling,1,Fury Swipes,1,Feint Attack,2,Sweet Scent,2,Play Nice,2,Slash,2,Charm,2,Rest,3,Snore,3,Thrash,3,Play Rough,4,Defense Curl,4,Yawn,4",,216_Teddiursa_Dream.png,,False
261,#217,Ursaring,Normal,,Ace,False,4,0,0,"Strength,3,7,Dexterity,2,4,Vitality,2,5,Special,2,5,Insight,2,5","Guts,Quick Feet,Unnerve","Baby-Doll Eyes,0,Scratch,0,Fake Tears,0,Lick,0,Covet,1,Fury Swipes,1,Snore,2,Feint Attack,2,Sweet Scent,2,Play Nice,2,Slash,2,Scary Face,2,Rest,3,Hammer Arm,3,Thrash,3,Swords Dance,4,Night Slash,4,Gunk Shot,4",,217_Ursaring_Dream.png,,False
262,#218,Slugma,Fire,,Beginner,True,3,0,0,"Strength,1,3,Dexterity,1,3,Vitality,1,3,Special,2,4,Insight,1,3","Magma Armor,Flame Body,Weak Armor","Smog,0,Yawn,0,Ember,1,Rock Throw,1,Harden,2,Incinerate,2,Clear Smog,2,Recover,2,Flame Burst,2,Ancient Power,2,Amnesia,2,Flamethrower,2,Body Slam,2,Lava Plume,3,Rock Slide,3,Earth Power,3,Acid Armor,4,Smokescreen,4,Heat Wave,4",,218_Slugma_Dream.png,,False
263,#219,Magcargo,Fire,Rock,Amateur,False,4,0,0,"Strength,2,4,Dexterity,1,3,Vitality,3,7,Special,2,5,Insight,2,5","Magma Armor,Flame Body,Weak Armor","Yawn,0,Smog,0,Rock Throw,1,Ember,1,Body Slam,2,Harden,2,Incinerate,2,Recover,2,Clear Smog,2,Flame Burst,2,Ancient Power,2,Amnesia,2,Lava Plume,3,Earth Power,3,Rock Slide,3,Shell Smash,3,Flamethrower,3,Inferno,4,Stealth Rock,4,Self Destruct,4",,219_Magcargo_Dream.png,,False
264,#220,Swinub,Ice,Ground,Beginner,True,3,0,0,"Strength,2,4,Dexterity,2,4,Vitality,1,3,Special,1,3,Insight,1,3","Oblivious,Snow Cloak,Thick Fat","Odor Sleuth,0,Tackle,0,Mud Sport,0,Powder Snow,1,Mud Slap,1,Take Down,1,Mud Bomb,2,Icy Wind,2,Ice Shard,2,Endure,2,Mist,2,Earthquake,3,Flail,3,Blizzard,3,Amnesia,3,Freeze Dry,4,Stealth Rock,4,Body Slam,4",,220_Swinub_Dream.png,,False
265,#221,Piloswine,Ice,Ground,Amateur,False,4,0,0,"Strength,3,6,Dexterity,2,4,Vitality,2,5,Special,2,4,Insight,2,4","Oblivious,Snow Cloak,Thick Fat","Odor Sleuth,0,Mud Sport,0,Mud Slap,0,Peck,1,Powder Snow,1,Take Down,1,Endure,2,Mud Bomb,2,Icy Wind,2,Ice Fang,2,Ancient Power,2,Fury Attack,2,Mist,2,Thrash,3,Earthquake,3,Blizzard,3,Amnesia,3,Freeze Dry,4,Body Slam,4,Avalanche,4",,221_Piloswine_Dream.png,,False
266,#222,Corsola,Water,Rock,Amateur,False,4,0,0,"Strength,2,4,Dexterity,1,3,Vitality,3,6,Special,2,4,Insight,3,6","Hustle,Natural Cure,Regenerator","Tackle,0,Harden,1,Bubble,1,Recover,1,Refresh,2,Bubble Beam,2,Ancient Power,2,Lucky Chant,2,Spike Cannon,2,Brine,2,Iron Defense,2,Rock Blast,2,Endure,2,Power Gem,2,Aqua Ring,3,Mirror Coat,3,Earth Power,3,Flail,3,Head Smash,4,Screech,4,Whirlpool,4",,222_Corsola_Dream.png,,False
267,#222G,Galarian Corsola,Ghost,,Amateur,False,3,0,0,"Strength,2,4,Dexterity,1,3,Vitality,3,6,Special,2,4,Insight,3,6","Weak Armor,Cursed Body","Tackle,0,Harden,0,Astonish,1,Disable,1,Spite,2,Ancient Power,2,Hex,2,Curse,2,Strength Sap,2,Power Gem,3,Night Shade,3,Grudge,3,Mirror Coat,3,Water Pulse,4,Head Smash,4,Destiny Bond,4",,001_Bulbasaur_Dream.png,,False
268,#223,Remoraid,Water,,Beginner,True,3,0,0,"Strength,2,4,Dexterity,2,4,Vitality,1,3,Special,2,4,Insight,1,3","Hustle,Sniper,Moody","Water Gun,0,Lock-On,1,Psybeam,1,Aurora Beam,2,Bubble Beam,2,Focus Energy,2,Water Pulse,2,Signal Beam,2,Ice Beam,2,Bullet Seed,2,Hydro Pump,3,Hyper Beam,3,Soak,3,Mud Shot,4,Dive,4,Supersonic,4",,223_Remoraid_Dream.png,,False
269,#224,Octillery,Water,,Amateur,False,4,0,0,"Strength,3,6,Dexterity,2,4,Vitality,2,5,Special,3,6,Insight,2,5","Suction Cups,Sniper,Moody","Rock Blast,0,Constrict,0,Water Gun,0,Aurora Beam,1,Psybeam,1,Bullet Seed,2,Bubble Beam,2,Focus Energy,2,Octazooka,2,Wring Out,2,Signal Beam,2,Ice Beam,2,Gunk Shot,3,Hydro Pump,3,Hyper Beam,3,Soak,3,Water Spout,4,Acid Spray,4,Dive,4",,224_Octillery_Dream.png,,False
270,#225,Delibird,Ice,Flying,Amateur,False,4,0,0,"Strength,2,4,Dexterity,2,5,Vitality,2,4,Special,2,4,Insight,2,4","Vital Spirit,Hustle,Insomnia","Present,0,Fake Out,1,Icy Wind,1,Spikes,2,Ice Ball,2,Drill Peck,2,Freeze Dry,2,Future Sight,3,Aurora Veil,4,Ice Shard,4,Sky Attack,4",,225_Delibird_Dream.png,,False
271,#226,Mantine,Water,Flying,Amateur,False,4,0,0,"Strength,1,3,Dexterity,2,5,Vitality,2,5,Special,2,5,Insight,3,7","Swift Swim,Water Absorb,Water Veil","Bubble,0,Tackle,0,Psybeam,1,Bubble Beam,1,Supersonic,1,Bullet Seed,1,Signal Beam,2,Roost,2,Confuse Ray,2,Wing Attack,2,Wide Guard,2,Water Pulse,2,Agility,2,Take Down,2,Headbutt,3,Air Slash,3,Aqua Ring,3,Bounce,3,Hydro Pump,3,Twister,4,Mirror Coat,4,Mud Sport,4",,226_Mantine_Dream.png,,False
272,#227,Skarmory,Steel,Flying,Ace,False,4,0,0,"Strength,2,5,Dexterity,2,5,Vitality,3,7,Special,1,3,Insight,2,5","Keen Eye,Sturdy,Weak Armor","Leer,0,Peck,0,Sand Attack,1,Swift,1,Metal Claw,1,Agility,2,Fury Attack,2,Feint,2,Air Cutter,2,Spikes,2,Metal Sound,2,Steel Wing,2,Autotomize,3,Air Slash,3,Slash,3,Night Slash,3,Brave Bird,4,Ominous Wind,4,Pursuit,4",,227_Skarmory_Dream.png,,False
273,#228,Houndour,Dark,Fire,Beginner,True,3,0,0,"Strength,2,4,Dexterity,2,4,Vitality,1,3,Special,2,5,Insight,2,4","Early Bird,Flash Fire,Unnerve","Ember,0,Leer,0,Howl,1,Smog,1,Bite,1,Roar,2,Odor Sleuth,2,Beat Up,2,Fire Fang,2,Feint Attack,2,Embargo,2,Flamethrower,2,Foul Play,3,Crunch,3,Nasty Plot,3,Inferno,3,Super Fang,4,Reversal,4,Feint,4",,228_Houndour_Dream.png,,False
274,#229,Houndoom,Dark,Fire,Amateur,False,4,0,0,"Strength,2,5,Dexterity,3,6,Vitality,2,4,Special,3,6,Insight,2,5","Early Bird,Flash Fire,Unnerve","Ember,0,Leer,0,Bite,1,Howl,1,Smog,1,Thunder Fang,2,Roar,2,Beat Up,2,Odor Sleuth,2,Feint Attack,2,Fire Fang,2,Flamethrower,2,Embargo,2,Crunch,3,Foul Play,3,Inferno,3,Nasty Plot,3,Destiny Bond,4,Spite,4,Sucker Punch,4",,229_Houndoom_Dream.png,,False
275,#229M,Mega-Houndoom,Dark,Fire,Ace,False,5,0,0,"Strength,2,5,Dexterity,3,6,Vitality,2,5,Special,4,8,Insight,2,5",Solar Power,"Ember,0,Leer,0,Bite,1,Howl,1,Smog,1,Thunder Fang,2,Roar,2,Beat Up,2,Odor Sleuth,2,Feint Attack,2,Fire Fang,2,Flamethrower,2,Embargo,2,Crunch,3,Foul Play,3,Inferno,3,Nasty Plot,3,Destiny Bond,4,Spite,4,Sucker Punch,4",,229M_Houndoom_Mega_Dream.png,,False
276,#230,Kingdra,Water,Dragon,Ace,False,5,0,0,"Strength,3,6,Dexterity,2,5,Vitality,3,6,Special,3,6,Insight,3,6","Swift Swim,Sniper,Damp","Bubble,0,Leer,0,Water Gun,1,Smokescreen,1,Focus Energy,2,Yawn,2,Agility,2,Bubble Beam,2,Brine,2,Twister,2,Dragon Dance,3,Hydro Pump,3,Dragon Pulse,3,Draco Meteor,4,Dragon Breath,4,Muddy Water,4",,230_Kingdra_Dream.png,,False
277,#231,Phanpy,Ground,,Beginner,True,3,0,0,"Strength,2,4,Dexterity,1,3,Vitality,2,4,Special,1,3,Insight,1,3","Pickup,Sand Veil","Defense Curl,0,Growl,0,Odor Sleuth,0,Tackle,0,Flail,1,Take Down,1,Rollout,2,Natural Gift,2,Slam,2,Charm,2,Endure,3,Last Resort,3,Double-Edge,3,Play Rough,4,Ice Shard,4,Mud Slap,4",,231_Phanpy_Dream.png,,False
278,#232,Donphan,Ground,,Amateur,False,4,0,0,"Strength,3,7,Dexterity,2,4,Vitality,3,6,Special,2,4,Insight,2,4","Pickup,Sand Veil","Defense Curl,0,Horn Attack,0,Growl,0,Fire Fang,1,Thunder Fang,1,Rapid Spin,1,Bulldoze,2,Knock Off,2,Rollout,2,Magnitude,2,Slam,2,Fury Attack,2,Assurance,2,Scary Face,3,Earthquake,3,Giga Impact,3,Counter,4,Ice Shard,4,Fissure,4",,232_Donphan_Dream.png,,False
279,#233,Porygon2,Normal,,Ace,False,4,0,0,"Strength,2,5,Dexterity,2,4,Vitality,2,5,Special,3,6,Insight,3,6","Trace,Download,Analytic","Conversion,0,Conversion 2,0,Tackle,0,Defense Curl,1,Psybeam,1,Agility,2,Recover,2,Magnet Rise,2,Signal Beam,2,Recycle,2,Discharge,2,Lock-On,2,Tri Attack,2,Magic Coat,3,Zap Cannon,3,Hyper Beam,3,Gravity,4,Pain Split,4,Shock Wave,4",,233_Porygon2_Dream.png,,False
280,#234,Stantler,Normal,,Amateur,False,5,0,0,"Strength,3,6,Dexterity,2,5,Vitality,2,4,Special,1,5,Insight,2,4","Intimidate,Frisk,Sap Sipper","Tackle,0,Astonish,0,Leer,1,Take Down,1,Hypnosis,2,Stomp,2,Sand Attack,2,Me First,2,Confuse Ray,2,Calm Mind,2,Role Play,2,Zen Headbutt,2,Jump Kick,3,Imprison,3,Captivate,3,Disable,4,Megahorn,4,Thrash,4",,234_Stantler_Dream.png,,False
281,#235,Smeargle,Normal,,Amateur,False,4,0,0,"Strength,1,3,Dexterity,3,6,Vitality,2,4,Special,1,3,Insight,3,6","Own Tempo,Technician,Moody","Sketch,0,Sketch,0,Sketch,1,Sketch,1,Sketch,2,Sketch,2,Sketch,3,Sketch,3,Sketch,4,Sketch,4",,235_Smeargle_Dream.png,,False
282,#236,Tyrogue,Fighting,,Beginner,True,3,0,0,"Strength,1,3,Dexterity,1,3,Vitality,1,3,Special,1,3,Insight,1,3","Guts,Steadfast,Vital Spirit","Tackle,0,Foresight,1,Helping Hand,2,Fake Out,2,Work Up,4,Role Play,4,Seismic Toss,4",,236_Tyrogue_Dream.png,,False
283,#237,Hitmontop,Fighting,,Ace,False,4,0,0,"Strength,3,6,Dexterity,2,5,Vitality,3,6,Special,1,3,Insight,3,6","Intimidate,Technician,Steadfast","Revenge,0,Rolling Kick,0,Focus Energy,1,Quick Attack,1,Pursuit,2,Triple Kick,2,Rapid Spin,2,Counter,2,Feint,2,Agility,2,Gyro Ball,2,Quick Guard,2,Wide Guard,3,Detect,3,Close Combat,3,Endeavor,3,Mach Punch,4,High Jump Kick,4,Twister,4",,237_Hitmontop_Dream.png,,False
284,#238,Smoochum,Ice,Psychic,Starter,True,3,0,0,"Strength,1,3,Dexterity,2,4,Vitality,1,2,Special,2,5,Insight,2,4","Oblivious,Forewarn,Hydration","Pound,0,Lick,1,Sweet Kiss,1,Powder Snow,1,Confusion,2,Sing,2,Heart Stamp,2,Mean Look,2,Fake Tears,2,Lucky Chant,2,Avalanche,2,Psychic,3,Copycat,3,Perish Song,3,Blizzard,3,Fake Out,4,Helping Hand,4,Magic Coat,4",,238_Smoochum_Dream.png,,False
285,#239,Elekid,Electric,,Beginner,True,3,0,0,"Strength,2,4,Dexterity,2,5,Vitality,1,3,Special,2,4,Insight,2,4","Static,Vital Spirit","Leer,0,Quick Attack,0,Thunder Shock,1,Low Kick,1,Swift,2,Shock Wave,2,Thunder Wave,2,Electro Ball,2,Light Screen,2,Thunder Punch,2,Screech,2,Thunderbolt,3,Discharge,3,Thunder,3,Meditate,4,Karate Chop,4,Uproar,4",,239_Elekid_Dream.png,,False
286,#240,Magby,Fire,,Beginner,True,3,0,0,"Strength,2,4,Dexterity,2,4,Vitality,1,3,Special,1,3,Insight,1,3","Flame Body,Vital Spirit","Leer,0,Smog,0,Ember,1,Smokescreen,1,Feint Attack,1,Fire Spin,2,Clear Smog,2,Flame Burst,2,Confuse Ray,2,Fire Punch,2,Lava Plume,3,Sunny Day,3,Flamethrower,3,Fire Blast,3,Karate Chop,4,Belch,4,Screech,4",,240_Magby_Dream.png,,False
287,#241,Miltank,Normal,,Amateur,False,4,0,0,"Strength,2,5,Dexterity,3,6,Vitality,3,6,Special,1,3,Insight,2,5","Thick Fat,Scrappy,Sap Sipper","Tackle,0,Growl,1,Defense Curl,1,Stomp,1,Milk Drink,2,Bide,2,Rollout,2,Body Slam,2,Zen Headbutt,2,Captivate,2,Gyro Ball,3,Heal Bell,3,Wake-Up Slap,3,Belch,4,Helping Hand,4,Mega Kick,4",,241_Miltank_Dream.png,,False
288,#242,Blissey,Normal,,Ace,False,12,0,0,"Strength,1,2,Dexterity,2,4,Vitality,1,2,Special,2,5,Insight,3,7","Natural Cure,Serene Grace,Healer","Growl,0,Pound,0,Tail Whip,1,Defense Curl,1,Double Slap,1,Refresh,1,Bestow,2,Soft Boiled,2,Take Down,2,Minimize,2,Fling,2,Sing,2,Heal Pulse,2,Double-Edge,3,Egg Bomb,3,Light Screen,3,Healing Wish,3,Seismic Toss,4,Last Resort,4,Metronome,4",,242_Blissey_Dream.png,,False
289,#243,Raikou,Electric,,Master,False,4,0,0,"Strength,5,5,Dexterity,7,7,Vitality,5,5,Special,6,6,Insight,6,6","Pressure,Inner Focus","Bite,5,Leer,5,Thunder Shock,5,Roar,5,Quick Attack,5,Spark,5,Reflect,5,Crunch,5,Thunder Fang,5,Discharge,5,Extrasensory,5,Rain Dance,5,Calm Mind,5,Thunder,5,Double Team,5,Substitute,5,Volt Switch,5,Flash,5,Mimic,5,Curse,5,Shock Wave,5",,243_Raikou_Dream.png,,False
290,#244,Entei,Fire,,Master,False,5,0,0,"Strength,7,7,Dexterity,6,6,Vitality,5,5,Special,5,5,Insight,5,5","Pressure,Inner Focus","Bite,5,Leer,5,Ember,5,Roar,5,Fire Spin,5,Stomp,5,Flamethrower,5,Swagger,5,Fire Fang,5,Lava Plume,5,Extrasensory,5,Fire Blast,5,Calm Mind,5,Eruption,5,Double Team,5,Substitute,5,Will-O-Wisp,5,Rock Smash,5,Mimic,5,Curse,5,Sacred Fire,5",,244_Entei_Dream.png,,False
291,#245,Suicune,Water,,Master,False,5,0,0,"Strength,5,5,Dexterity,5,5,Vitality,6,6,Special,5,5,Insight,6,6","Pressure,Inner Focus","Bite,5,Leer,5,Bubble Beam,5,Rain Dance,5,Gust,5,Aurora Beam,5,Mist,5,Mirror Coat,5,Ice Fang,5,Tailwind,5,Extrasensory,5,Hydro Pump,5,Calm Mind,5,Blizzard,5,Double Team,5,Substitute,5,Dive,5,Ominous Wind,5,Mimic,5,Curse,5,Sheer Cold,5",,245_Suicune_Dream.png,,False
292,#246,Larvitar,Rock,Ground,Amateur,True,3,0,0,"Strength,2,4,Dexterity,1,3,Vitality,2,4,Special,2,4,Insight,2,4","Guts,Sand Veil","Bite,0,Leer,0,Sandstorm,1,Screech,1,Chip Away,2,Rock Slide,2,Scary Face,2,Thrash,2,Dark Pulse,2,Payback,2,Crunch,2,Earthquake,3,Stone Edge,3,Hyper Beam,3,Stealth Rock,4,Spite,4,Focus Energy,4",,246_Larvitar_Dream.png,,False
293,#247,Pupitar,Rock,Ground,Ace,False,4,0,0,"Strength,2,5,Dexterity,2,4,Vitality,2,5,Special,2,4,Insight,2,5",Shed Skin,"Bite,0,Leer,0,Sandstorm,1,Screech,1,Chip Away,2,Rock Slide,2,Scary Face,2,Thrash,2,Dark Pulse,2,Payback,2,Crunch,2,Earthquake,3,Stone Edge,3,Hyper Beam,3,Dragon Dance,4,Iron Defense,4,Focus Energy,4",,247_Pupitar_Dream.png,,False
294,#248,Tyranitar,Rock,Dark,Pro,False,6,0,0,"Strength,3,7,Dexterity,2,5,Vitality,3,6,Special,3,6,Insight,3,6","Sand Stream,Unnerve","Bite,0,Tackle,0,Leer,0,Screech,1,Sandstorm,1,Fire Fang,2,Thunder Fang,2,Ice Fang,2,Chip Away,2,Rock Slide,2,Scary Face,2,Thrash,2,Dark Pulse,2,Payback,2,Crunch,2,Earthquake,3,Stone Edge,3,Hyper Beam,3,Giga Impact,3,Dragon Dance,4,Outrage,4,Superpower,4",,248_Tyranitar_Dream.png,,False
295,#248M,Mega-Tyranitar,Rock,Dark,Master,False,7,0,0,"Strength,4,8,Dexterity,2,5,Vitality,4,8,Special,3,6,Insight,3,7",Sand Stream,"Bite,0,Tackle,0,Leer,0,Screech,1,Sandstorm,1,Fire Fang,2,Thunder Fang,2,Ice Fang,2,Chip Away,2,Rock Slide,2,Scary Face,2,Thrash,2,Dark Pulse,2,Payback,2,Crunch,2,Earthquake,3,Stone Edge,3,Hyper Beam,3,Giga Impact,3,Dragon Dance,4,Outrage,4,Superpower,4",,248M_Tyranitar_Mega_Dream.png,,False
296,#249,Lugia,Flying,Psychic,Master,False,6,0,0,"Strength,5,5,Dexterity,6,6,Vitality,7,7,Special,5,5,Insight,7,7","Pressure,Multiscale","Gust,5,Dragon Rush,5,Extrasensory,5,Rain Dance,5,Hydro Pump,5,Aeroblast,5,Punishment,5,Ancient Power,5,Safeguard,5,Recover,5,Future Sight,5,Natural Gift,5,Calm Mind,5,Sky Attack,5,Whirlwind,5,Weather Ball,5,Hurricane,5,Twister,5,Hidden Power,5,Defog,5,Strength,5,Dive,5",,249_Lugia_Dream.png,,False
297,#250,Ho-oh,Fire,Flying,Master,False,5,0,0,"Strength,7,7,Dexterity,5,5,Vitality,5,5,Special,6,6,Insight,7,7","Pressure,Regenerator","Gust,5,Brave Bird,5,Extrasensory,5,Sunny Day,5,Fire Blast,5,Sacred Fire,5,Punishment,5,Ancient Power,5,Safeguard,5,Recover,5,Future Sight,5,Natural Gift,5,Calm Mind,5,Sky Attack,5,Whirlwind,5,Weather Ball,5,Solar Beam,5,Flash,5,Hidden Power,5,Defog,5,Strength,5,Fly,5",,250_Ho-Oh_Dream.png,,False
298,#251,Celebi,Grass,Psychic,Master,False,5,0,0,"Strength,6,6,Dexterity,6,6,Vitality,6,6,Special,6,6,Insight,6,6",Natural Cure,"Leech Seed,5,Confusion,5,Recover,5,Heal Bell,5,Safeguard,5,Magical Leaf,5,Ancient Power,5,Baton Pass,5,Natural Gift,5,Heal Block,5,Future Sight,5,Healing Wish,5,Leaf Storm,5,Perish Song,5,Double Team,5,Trick Room,5,Nature Power,5,Worry Seed,5",,251_Celebi_Dream.png,,False
299,#252,Treecko,Grass,,Beginner,True,3,0,0,"Strength,2,4,Dexterity,2,5,Vitality,1,3,Special,2,4,Insight,2,4","Overgrow,Unburden","Leer,0,Pound,0,Absorb,1,Quick Attack,1,Pursuit,1,Screech,2,Mega Drain,2,Agility,2,Slam,2,Detect,3,Quick Guard,3,Endeavor,3,Giga Drain,3,Energy Ball,3,Iron Tail,4,Bullet Seed,4,Grass Pledge,4",,252_Treecko_Dream.png,,False
300,#253,Grovyle,Grass,,Amateur,False,4,0,0,"Strength,2,4,Dexterity,3,6,Vitality,2,4,Special,2,5,Insight,2,4","Overgrow,Unburden","Pound,0,Leer,0,Absorb,1,Quick Attack,1,Pursuit,1,Fury Cutter,2,Mega Drain,2,Screech,2,Leaf Blade,2,Agility,2,Slam,2,False Swipe,2,X-Scissor,3,Quick Guard,3,Detect,3,Leaf Storm,3,Drain Punch,4,Dragon Breath,4,Grass Pledge,4",,253_Grovyle_Dream.png,,False
301,#254,Sceptile,Grass,,Ace,False,5,0,0,"Strength,2,5,Dexterity,3,7,Vitality,2,4,Special,3,6,Insight,2,5","Overgrow,Unburden","Pound,0,Leer,0,Quick Attack,1,Pursuit,1,Absorb,1,False Swipe,2,Leaf Storm,2,Mega Drain,2,Night Slash,2,Leaf Blade,2,Screech,2,Slam,2,Agility,2,X-Scissor,3,Detect,3,Quick Guard,3,Dual Chop,3,Dragon Pulse,4,Thunder Punch,4,Frenzy Plant,4",,254_Sceptile_Dream.png,,False
302,#254M,Mega-Sceptile,Grass,Dragon,Pro,False,6,0,0,"Strength,3,6,Dexterity,4,8,Vitality,2,5,Special,4,8,Insight,2,5",Lightning Rod,"Pound,0,Leer,0,Quick Attack,1,Pursuit,1,Absorb,1,False Swipe,2,Leaf Storm,2,Mega Drain,2,Night Slash,2,Leaf Blade,2,Screech,2,Slam,2,Agility,2,X-Scissor,3,Detect,3,Quick Guard,3,Dual Chop,3,Dragon Pulse,4,Thunder Punch,4,Frenzy Plant,4",,254M_Sceptile_Mega_Dream.png,,False
303,#255,Torchic,Fire,,Starter,True,3,0,0,"Strength,2,4,Dexterity,2,4,Vitality,1,3,Special,2,5,Insight,2,4","Blaze,Speed Boost","Growl,0,Scratch,0,Focus Energy,1,Ember,1,Peck,1,Sand Attack,2,Fire Spin,2,Quick Attack,2,Flame Burst,2,Slash,2,Mirror Move,3,Flamethrower,3,Counter,4,Feather Dance,4,Fire Pledge,4",,255_Torchic_Dream.png,,False
304,#256,Combusken,Fire,Fighting,Amateur,False,4,0,0,"Strength,2,5,Dexterity,2,4,Vitality,2,4,Special,2,5,Insight,2,4","Blaze,Speed Boost","Growl,0,Scratch,0,Ember,1,Focus Energy,1,Double Kick,1,Peck,1,Flame Charge,2,Sand Attack,2,Bulk Up,2,Quick Attack,2,Slash,2,Mirror Move,3,Sky Uppercut,3,Flare Blitz,3,Counter,4,Feather Dance,4,Fire Pledge,4",,256_Combusken_Dream.png,,False
305,#257,Blaziken,Fire,Fighting,Ace,False,5,0,0,"Strength,3,7,Dexterity,2,5,Vitality,2,5,Special,3,6,Insight,2,5","Blaze,Speed Boost","Ember,0,Focus Energy,0,Fire Punch,1,Growl,1,High Jump Kick,1,Scratch,1,Double Kick,2,Flame Charge,2,Peck,2,Sand Attack,2,Bulk Up,2,Quick Attack,2,Blaze Kick,2,Slash,2,Brave Bird,3,Sky Uppercut,3,Flare Blitz,3,Dual Chop,4,Night Slash,4,Blast Burn,4",,257_Blaziken_Dream.png,,False
306,#257M,Mega-Blaziken,Fire,Fighting,Pro,False,6,0,0,"Strength,4,8,Dexterity,3,6,Vitality,2,5,Special,3,7,Insight,2,5",Speed Boost,"Ember,0,Focus Energy,0,Fire Punch,1,Growl,1,High Jump Kick,1,Scratch,1,Double Kick,2,Flame Charge,2,Peck,2,Sand Attack,2,Bulk Up,2,Quick Attack,2,Blaze Kick,2,Slash,2,Brave Bird,3,Sky Uppercut,3,Flare Blitz,3,Dual Chop,4,Night Slash,4,Blast Burn,4",,257M_Blaziken_Mega_Dream.png,,False
307,#258,Mudkip,Water,,Starter,True,3,0,0,"Strength,2,5,Dexterity,1,3,Vitality,2,4,Special,2,4,Insight,2,4","Torrent,Damp","Growl,0,Tackle,0,Mud Slap,1,Water Gun,1,Bide,2,Foresight,2,Mud Sport,2,Take Down,2,Rock Throw,2,Whirlpool,2,Protect,3,Hydro Pump,3,Endeavor,3,Ice Ball,4,Aqua Tail,4,Water Pledge,4",,258_Mudkip_Dream.png,,False
